,bookId,Genre,NumberOfPeople
11026,13451,mystery,82
11027,13451,novel,10
11028,13451,adult,12
11030,13451,horror,521
11031,13463,science,1
11032,13463,essays,1
11033,13463,self-help,15
11034,13463,non-fiction,9
11035,13463,school,2
11036,13463,philosophy,1
11038,13463,art,7
11039,13467,comedy,17
11040,13467,school,2
11041,13467,culture,22
11042,13467,philosophy,1
11043,13467,politics,1
11044,13467,self-help,1
11045,13467,history,1
11047,13467,non-fiction,39
11048,13467,adult,2
11049,13467,sociology,2
11051,13469,self-help,16
11052,13469,non-fiction,5
11053,13470,self-help,62
11054,13470,philosophy,184
11055,13470,non-fiction,85
11056,13470,poetry,2
11057,13470,sociology,3
11058,13470,school,2
11060,13470,classics,4
11061,13470,religion,16
11063,13500,adventure,10
11064,13500,adult,28
11065,13500,mystery,38
11066,13500,fiction,375
11067,13500,science-fiction,155
11068,13500,history,373
11069,13500,romance,12
11070,13500,fantasy,1208
11071,13500,novel,51
11072,13500,horror,1139
11073,13506,adventure,5
11074,13506,fiction,53
11075,13506,horror,3
11076,13506,novel,3
11078,13506,science-fiction,57
11079,13506,short-stories,5
11080,13506,adult,6
11081,13506,fantasy,391
11082,13506,young-adult,12
11083,13506,science,2
11084,13508,sociology,73
11085,13508,science,17
11086,13508,school,710
11087,13508,politics,304
11088,13508,non-fiction,3875
11089,13508,history,3208
11090,13508,adult,43
11092,13509,young-adult,7
11093,13509,sociology,2
11094,13509,school,22
11095,13509,non-fiction,30
11096,13509,literature,6
11097,13509,history,56
11098,13509,children,13
11099,13509,adult,1
11101,13509,politics,3
11102,13509,fiction,6
11104,13519,literature,87
11105,13519,fantasy,18
11106,13519,culture,7
11107,13519,non-fiction,8
11108,13519,novel,68
11109,13519,self-help,19
11110,13519,religion,14
11111,13519,philosophy,85
11112,13519,classics,138
11113,13519,fiction,381
11114,13519,short-stories,3
11115,13530,romance,2
11116,13530,non-fiction,137
11117,13530,history,8
11118,13530,fiction,4
11119,13530,culture,56
11120,13530,biography,167
11121,13530,adventure,3
11123,13530,essays,2
11124,13629,classics,25
11125,13629,non-fiction,465
11126,13629,essays,23
11127,13629,self-help,11
11129,13629,science,40
11130,13629,school,26
11131,13633,tragedy,5
11132,13633,short-stories,3
11134,13633,horror,105
11135,13633,fiction,9
11136,13633,fantasy,4
11137,13633,mystery,9
11138,13634,tragedy,4
11139,13634,mystery,5
11140,13634,short-stories,2
11141,13634,fiction,8
11142,13634,fantasy,4
11143,13634,adult,1
11145,13634,horror,56
11146,13649,self-help,804
11147,13649,classics,1312
11148,13649,school,189
11149,13649,religion,1254
11150,13649,poetry,673
11151,13649,non-fiction,2121
11152,13649,literature,65
11153,13649,history,116
11154,13649,politics,31
11156,13649,philosophy,4051
11157,13649,fiction,39
11158,13651,politics,266
11159,13651,science-fiction,8366
11160,13651,fantasy,551
11162,13651,adult,61
11163,13651,philosophy,184
11164,13651,literature,96
11165,13651,fiction,2379
11166,13651,classics,361
11167,13651,novel,275
11168,13651,science,79
11170,13654,adult,19
11171,13654,adventure,93
11172,13654,children,224
11173,13654,young-adult,541
11174,13654,literature,17
11175,13654,novel,89
11176,13654,fiction,615
11177,13654,fantasy,3783
11178,13654,classics,93
11179,13654,romance,14
11180,13654,science-fiction,689
11181,13659,science-fiction,416
11182,13659,young-adult,185
11183,13659,short-stories,302
11184,13659,novel,22
11186,13659,fiction,414
11187,13659,fantasy,2222
11188,13659,classics,41
11189,13659,children,13
11190,13659,adventure,21
11191,13659,literature,11
11192,13662,fiction,1104
11193,13662,fantasy,6923
11194,13662,novel,150
11195,13662,adventure,172
11196,13662,science-fiction,1174
11198,13662,classics,299
11199,13662,children,388
11200,13662,adult,28
11201,13662,literature,40
11202,13662,young-adult,1057
11203,13688,other,0
11204,13812,other,0
11205,13821,science,32
11206,13821,fantasy,854
11207,13821,classics,95
11208,13821,adventure,11
11210,13821,literature,12
11211,13821,fiction,540
11212,13821,science-fiction,2808
11213,13821,religion,70
11214,13821,philosophy,33
11215,13821,novel,65
11216,13821,history,81
11217,13839,non-fiction,3114
11218,13839,philosophy,34
11220,13839,nature,344
11221,13839,science,1152
11222,13839,essays,26
11223,13839,history,313
11224,13839,adult,31
11225,13853,fantasy,27742
11226,13853,literature,373
11227,13853,classics,12140
11228,13853,fiction,7789
11229,13853,children,17834
11230,13853,religion,2059
11231,13853,novel,827
11232,13853,young-adult,7148
11233,13853,adventure,1587
11234,13853,school,325
11236,13853,science-fiction,1976
11237,13867,history,21
11238,13867,fantasy,5610
11240,13867,adult,38
11241,13867,adventure,129
11242,13867,science-fiction,542
11243,13867,young-adult,159
11244,13867,children,173
11245,13867,novel,51
11246,13867,fiction,449
11247,13867,classics,15
11248,13872,science-fiction,73
11250,13872,young-adult,19
11251,13872,tragedy,100
11252,13872,novel,172
11253,13872,mystery,147
11254,13872,literature,202
11255,13872,horror,469
11256,13872,fantasy,376
11257,13872,family,39
11258,13872,contemporary,261
11259,13872,comedy,42
11260,13872,classics,32
11261,13872,adult,156
11262,13872,drama,28
11263,13872,fiction,1946
11264,13879,history,12
11265,13879,adventure,8
11266,13879,fantasy,1534
11267,13879,fiction,119
11268,13879,science,4
11269,13879,science-fiction,116
11271,13879,novel,11
11272,13881,science-fiction,117
11273,13881,adventure,9
11274,13881,fantasy,1654
11275,13881,fiction,129
11276,13881,history,11
11277,13881,mystery,9
11279,13881,science,6
11280,13881,novel,6
11281,13890,adventure,156
11282,13890,children,165
11283,13890,fantasy,8791
11284,13890,fiction,861
11285,13890,novel,67
11287,13890,adult,66
11288,13890,science-fiction,848
11289,13890,young-adult,121
11290,13891,fantasy,7917
11292,13891,adult,64
11293,13891,adventure,155
11294,13891,children,168
11295,13891,novel,57
11296,13891,romance,23
11297,13891,science-fiction,716
11298,13891,young-adult,125
11299,13891,fiction,749
11300,13925,fantasy,1976
11301,13925,science-fiction,181
11302,13925,horror,23
11303,13925,history,316
11304,13925,fiction,181
11305,13925,family,9
11306,13925,young-adult,91
11307,13925,adult,78
11309,13925,romance,226
11310,13925,adventure,26
11311,13927,fiction,222
11312,13927,young-adult,108
11313,13927,science-fiction,208
11314,13927,family,13
11315,13927,horror,30
11316,13927,romance,366
11318,13927,adult,112
11319,13927,adventure,37
11320,13927,fantasy,2569
11321,13927,history,422
11323,13932,sociology,16
11324,13932,self-help,113
11325,13932,biography,248
11326,13932,philosophy,15
11327,13932,non-fiction,1204
11328,13932,history,18
11329,13932,science,136
11330,13954,religion,23
11331,13954,adventure,4
11332,13954,history,36
11333,13954,children,78
11334,13954,fiction,16
11335,13954,mystery,54
11336,13954,young-adult,14
11338,13954,school,1
11339,13986,novel,21
11340,13986,fantasy,3521
11341,13986,fiction,278
11342,13986,lgbt,15
11343,13986,romance,35
11344,13986,science-fiction,452
11345,13986,adventure,108
11346,13986,children,166
11348,13986,adult,52
11349,13986,young-adult,412
11350,13990,lgbt,5
11351,13990,young-adult,22
11352,13990,fantasy,1350
11353,13990,novel,10
11354,13990,science,8
11355,13990,fiction,115
11356,13990,science-fiction,194
11358,13990,adventure,17
11359,13990,adult,19
11360,13993,fantasy,1061
11361,13993,novel,6
11362,13993,history,5
11363,13993,fiction,86
11365,13993,adult,29
11366,13993,science-fiction,138
11367,13993,adventure,11
11368,13993,young-adult,37
11369,13994,fiction,123
11370,13994,history,4
11371,13994,novel,8
11372,13994,romance,15
11374,13994,young-adult,28
11375,13994,adult,20
11376,13994,fantasy,1444
11377,13994,science-fiction,219
11378,13994,adventure,15
11379,13995,novel,9
11380,13995,horror,5
11381,13995,adventure,22
11383,13995,adult,27
11384,13995,young-adult,33
11385,13995,romance,21
11386,13995,science-fiction,237
11387,13995,fiction,139
11388,13995,fantasy,1668
11389,13997,history,141
11391,13997,science-fiction,179
11392,13997,romance,88
11393,13997,young-adult,20
11394,13997,horror,34
11395,13997,adult,33
11396,13997,adventure,8
11397,13997,fantasy,1247
11398,13997,fiction,119
11399,13998,fiction,99
11400,13998,children,4
11401,13998,young-adult,23
11402,13998,fantasy,1260
11403,13998,novel,9
11404,13998,lgbt,4
11405,13998,science-fiction,196
11407,13998,adult,17
11408,13998,adventure,14
11409,13998,science,7
11411,14002,short-stories,127
11412,14002,adventure,7
11413,14002,science-fiction,67
11414,14002,science,3
11415,14002,novel,3
11416,14002,fiction,51
11417,14002,fantasy,466
11418,14002,children,2
11419,14002,adult,5
11420,14002,romance,2
11421,14002,young-adult,7
11422,14003,fiction,11
11423,14003,young-adult,13
11424,14003,short-stories,6
11425,14003,science-fiction,24
11426,14003,children,2
11427,14003,fantasy,176
11428,14003,family,2
11430,14003,romance,16
11431,14003,adult,2
11432,14007,fantasy,972
11433,14007,adventure,15
11434,14007,young-adult,25
11436,14007,mystery,3
11437,14007,science-fiction,149
11438,14007,science,7
11439,14007,romance,4
11440,14007,novel,8
11441,14007,adult,18
11442,14007,fiction,83
11443,14009,fiction,91
11444,14009,adventure,23
11445,14009,fantasy,1113
11446,14009,novel,8
11447,14009,adult,22
11448,14009,young-adult,39
11450,14009,science-fiction,174
11451,14014,adult,35
11452,14014,adventure,30
11453,14014,young-adult,102
11454,14014,science-fiction,283
11455,14014,romance,40
11456,14014,novel,12
11457,14014,lgbt,6
11458,14014,fiction,174
11459,14014,fantasy,2194
11461,14014,children,8
11462,14016,romance,83
11464,14016,school,46
11465,14016,self-help,478
11466,14016,non-fiction,616
11467,14029,drama,6
11468,14029,classics,96
11469,14029,fiction,286
11470,14029,romance,53
11471,14029,novel,63
11472,14029,lgbt,14
11473,14029,literature,88
11474,14029,culture,8
11476,14030,literature,17
11477,14030,classics,29
11478,14030,fiction,70
11479,14030,contemporary,2
11480,14030,history,3
11482,14030,novel,6
11483,14030,school,2
11484,14030,short-stories,90
11485,14051,fiction,5
11486,14051,romance,59
11487,14051,contemporary,14
11488,14051,family,4
11490,14051,history,2
11491,14051,adult,2
11492,14056,adventure,1
11493,14056,fiction,8
11495,14056,young-adult,2
11496,14056,family,2
11497,14056,fantasy,9
11498,14056,children,24
11499,14056,school,2
11500,14063,self-help,2
11502,14063,children,288
11503,14063,classics,4
11504,14063,family,4
11505,14063,fiction,25
11506,14063,history,3
11507,14063,religion,16
11508,14063,school,3
11509,14072,adult,4
11510,14072,classics,17
11512,14072,history,54
11513,14072,fiction,99
11514,14072,novel,9
11515,14072,romance,10
11516,14072,mystery,724
11517,14084,fiction,86
11518,14084,school,3
11519,14084,history,2
11520,14084,literature,25
11522,14084,adult,3
11523,14084,classics,22
11524,14084,novel,3
11525,14084,short-stories,142
11526,14137,contemporary,348
11528,14137,adult,71
11529,14137,classics,627
11530,14137,comedy,118
11531,14137,fiction,2882
11532,14137,science-fiction,178
11533,14137,school,253
11534,14137,philosophy,29
11535,14137,novel,426
11536,14137,literature,591
11537,14169,novel,1
11538,14169,science,2
11539,14169,philosophy,3
11540,14169,non-fiction,42
11541,14169,biography,36
11543,14169,essays,2
11544,14177,children,48
11546,14177,fiction,1
11547,14177,classics,4
11548,14183,science-fiction,271
11549,14183,science,8
11550,14183,philosophy,3
11551,14183,mystery,4
11552,14183,short-stories,122
11553,14183,literature,2
11554,14183,classics,7
11555,14183,fiction,55
11556,14183,fantasy,5
11557,14183,adventure,2
11558,14183,adult,2
11560,14183,horror,3
11561,14183,non-fiction,2
11562,14184,essays,26
11563,14184,fiction,11
11564,14184,horror,2
11565,14184,literature,7
11566,14184,non-fiction,62
11567,14184,novel,2
11568,14184,philosophy,37
11569,14184,biography,7
11570,14184,science,7
11571,14184,religion,2
11572,14184,school,3
11574,14184,science-fiction,71
11575,14186,adult,2
11576,14186,short-stories,98
11577,14186,science-fiction,284
11578,14186,science,15
11580,14186,classics,7
11581,14186,fantasy,12
11582,14186,fiction,68
11583,14186,novel,4
11584,14214,adult,8
11586,14214,family,2
11587,14214,contemporary,4
11588,14214,culture,4
11589,14214,history,20
11590,14214,literature,19
11591,14214,school,9
11592,14214,short-stories,90
11593,14214,fiction,65
11594,14228,school,1
11595,14228,non-fiction,33
11597,14228,biography,24
11598,14228,fiction,2
11599,14228,nature,2
11601,14242,comedy,10
11602,14242,romance,164
11603,14242,adventure,3
11604,14242,mystery,5
11605,14242,fiction,16
11606,14242,history,338
11607,14242,adult,5
11608,14243,adult,3
11609,14243,romance,121
11610,14243,comedy,3
11611,14243,mystery,4
11612,14243,fiction,7
11613,14243,history,235
11614,14243,drama,2
11616,14248,science,20
11617,14248,comedy,3
11618,14248,nature,51
11619,14248,biography,64
11620,14248,adult,10
11621,14248,contemporary,8
11622,14248,culture,4
11623,14248,fiction,56
11624,14248,essays,294
11625,14248,non-fiction,456
11626,14248,philosophy,13
11627,14248,politics,11
11628,14248,short-stories,37
11629,14248,sociology,4
11631,14248,literature,6
11632,14249,family,17
11633,14249,drama,19
11634,14249,novel,207
11635,14249,adult,191
11636,14249,contemporary,343
11637,14249,fiction,2295
11638,14249,romance,67
11639,14249,nature,168
11640,14249,science,27
11642,14249,literature,265
11643,14257,comedy,10
11644,14257,literature,42
11645,14257,culture,22
11646,14257,history,331
11647,14257,novel,26
11648,14257,fiction,260
11649,14257,adult,4
11650,14257,contemporary,22
11652,14257,adventure,16
11653,14266,literature,6
11654,14266,contemporary,2
11656,14266,fiction,35
11657,14266,classics,8
11658,14266,novel,6
11659,14266,history,7
11661,14267,classics,23
11662,14267,culture,6
11663,14267,fiction,101
11664,14267,history,56
11665,14267,literature,23
11666,14267,mystery,2
11667,14267,novel,9
11668,14267,school,2
11669,14281,literature,62
11670,14281,short-stories,535
11671,14281,novel,5
11672,14281,fiction,273
11674,14281,adult,9
11675,14281,contemporary,28
11676,14281,classics,27
11677,14285,fiction,430
11678,14285,adult,31
11679,14285,classics,49
11680,14285,contemporary,50
11681,14285,novel,64
11682,14285,history,38
11683,14285,school,13
11684,14285,short-stories,286
11685,14285,young-adult,53
11687,14285,literature,80
11688,14286,history,9
11689,14286,contemporary,32
11690,14286,adult,18
11691,14286,fiction,226
11692,14286,romance,5
11693,14286,short-stories,428
11695,14286,literature,35
11696,14289,tragedy,17
11697,14289,literature,28
11698,14289,young-adult,6
11699,14289,science-fiction,7
11700,14289,novel,44
11701,14289,mystery,95
11702,14289,adult,17
11703,14289,fiction,233
11704,14289,drama,25
11705,14289,contemporary,42
11707,14289,horror,65
11708,14300,novel,8
11709,14300,literature,19
11710,14300,history,4
11711,14300,fiction,115
11712,14300,contemporary,15
11714,14345,history,88
11715,14345,adult,4
11716,14345,biography,51
11717,14345,classics,10
11718,14345,culture,10
11720,14345,fiction,87
11721,14345,romance,6
11722,14345,literature,6
11723,14345,non-fiction,61
11724,14345,novel,7
11725,14345,school,5
11726,14345,young-adult,3
11727,14345,fantasy,24
11728,14349,literature,8
11729,14349,adult,4
11730,14349,novel,2
11731,14349,classics,42
11732,14349,fiction,48
11733,14349,children,2
11734,14349,science,2
11735,14349,short-stories,5
11737,14349,romance,1
11738,14350,other,0
11739,14358,adult,13
11740,14358,adventure,13
11741,14358,children,523
11742,14358,classics,55
11743,14358,contemporary,34
11744,14358,family,19
11745,14358,fantasy,263
11746,14358,fiction,407
11747,14358,romance,53
11748,14358,science-fiction,129
11749,14358,young-adult,1101
11751,14358,novel,24
11752,14362,culture,15
11753,14362,family,14
11754,14362,fantasy,281
11755,14362,literature,128
11756,14362,adult,79
11757,14362,classics,461
11758,14362,contemporary,33
11759,14362,fiction,798
11760,14362,novel,87
11761,14362,religion,41
11762,14362,school,327
11763,14362,young-adult,330
11765,14362,history,124
11766,14385,adult,8
11767,14385,adventure,7
11769,14385,horror,4
11770,14385,romance,136
11771,14385,fantasy,5
11772,14385,family,2
11773,14385,contemporary,2
11774,14385,comedy,2
11775,14385,history,289
11776,14385,fiction,13
11777,14428,literature,45
11778,14428,fantasy,22
11779,14428,classics,84
11780,14428,adventure,3
11781,14428,adult,9
11782,14428,fiction,232
11783,14428,contemporary,3
11784,14428,horror,3
11785,14428,novel,28
11786,14428,science-fiction,40
11788,14428,science,9
11789,14428,history,110
11790,14456,philosophy,14
11791,14456,adult,7
11792,14456,biography,98
11793,14456,classics,9
11794,14456,essays,12
